"","i","v","f","one","two","T"
"5802",5663,63086,1,"RN","RNE","R NEWS"
"5803",2715,60138,2,"RNA","RONAAW","ROZPRAWY NAUKOWE AWF"
"5804",1814,59237,3,"RNH","RENUHE","RES NURS HEALTH"
"5805",3296,60719,1,"RNL","RENELI","REV NEBRIJA LINGUIST"
"5806",278,57701,5,"RNN","RENENE","RESTOR NEUROL NEUROS"
"5807",67,57490,34,"RNT","RENUTE","RETOS NUEVAS TENDENC"
"5808",2451,59874,6,"RNT","RENUTE","RETOS NUEVA TENDENCI"
"5809",806,58229,1,"RNTE","RENUTEED","RETOS NUEVAS TEND ED"
"5810",3335,60758,4,"RNW","RONAWY","ROCZNIKI NAUKOWE WYZ"
"5811",3334,60757,2,"RNWSW","RONAWYSZWY","ROCZ NAUK WYZ SZK WY"
"5812",2302,59725,9,"ROB","REORBE","RES ORGAN BEHAV"
"5813",6716,64139,1,"ROB","REORBE","RES ORG BEHAV"
"5814",3669,61092,1,"ROBAS","REORBEANSE","RES ORG BEHAV ANN SE"
"5815",2296,59719,1,"ROCD","REORCHDE","RES ORG CHANG DEV"
"5816",3292,60715,1,"ROD","REOBDE","REV OBSERVATORIO DEP"
"5817",6800,64223,1,"ROTB","REORTRB","REV ORTOP TRAUMATO B"
"5818",4847,62270,1,"RP","REPE","REALITES PEDIAT"
"5819",5708,63131,3,"RP","REPH","RESP PHYSIOL"
"5820",5103,62526,1,"RP","REPO","REV POLIFONIA"
"5821",5584,63007,2,"RP","REPO","RES POLICY"
"5822",313,57736,1,"RP","REPR","REV PRAT"
"5823",537,57960,7,"RP","REPR","REFLECT PRACT"
"5824",1200,58623,7,"RP","REPR","REFLECTIVE PRACTICE"
"5825",3963,61386,1,"RP","REPR","RECOMMENDATIONS PRAC"
"5826",5225,62648,1,"RP","REPR","RES PRACTICE"
"5827",407,57830,1,"RP","REPS","REV PSYCHOL"
"5828",2197,59620,5,"RP","REPS","REV PSICODIDACT"
"5829",2921,60344,4,"RP","REPS","REHABIL PSYCHOL"
"5830",4471,61894,1,"RP","REPS","REV PSICODIDACTICA"
"5831",3220,60643,1,"RP","RUPI","RUKOMET PIJESKU"
"5832",888,58311,1,"RPA","REPSAP","REV PSICOLOGIA APLIC"
"5833",5492,62915,1,"RPAMWS","ROPOAKMEWSZ","ROCZNIKI POMORSKIEJ AKADEMII MEDYCZNEJ W SZCZECINIE"
"5834",4202,61625,1,"RPAP","REPEATPR","REV PEDIATR ATEN PRIMARIA"
"5835",2408,59831,2,"RPC","REPOCA","REV PORT CARDIOL"
"5836",894,58317,19,"RPC","REPOCI","REV PORTUGUESA CIENC"
"5837",5788,63211,1,"RPC","REPSCL","REV PSIQUIATRIA CLIN"
"5838",43,57466,11,"RPCD","REPOCIDE","REV PORT CIENC DESPO"
"5839",2781,60204,3,"RPCD","REPOCIDE","REV PORT CIENC DEPOR"
"5840",5971,63394,1,"RPCD","REPOCIDE","REV PORT CIEN DESP"
"5841",1335,58758,2,"RPCS","REPOCIS","REV PORTUGUESA CIE S"
"5842",2234,59657,5,"RPCS","REPOCIS1","REV PORTUGUESA CI S1"
"5843",6497,63920,1,"RPD","REPOD","REVISTA PORTUGUESA D"
"5844",1355,58778,1,"RPD","REPODE","REV PORT DESP"
"5845",74,57497,25,"RPD","REPSDE","REV PSICOLOGIA DEPOR"
"5846",375,57798,363,"RPD","REPSDE","REV PSICOL DEPORTE"
"5847",4315,61738,3,"RPD","REPSDE","REV PSICOL DEPORT"
"5848",6109,63532,1,"RPD","REPSDE","REV PSICOLOGIADEL DE"
"5849",1150,58573,2,"RPDGS","REPADNGESE","RECENT PAT DNA GENE SEQ"
"5850",2030,59453,1,"RPDRPD","REPSDEREPSDE","REV PSICOLOGIA DEPOR REV PSICOLOGIA DEPOR"
"5851",2456,59879,1,"RPDS","REPODES1","REV PORTUGUESA DE S1"
"5852",6179,63602,1,"RPDS","REPSDES","REV PSICOLOGIA DEP S"
"5853",3558,60981,1,"RPE","REPAED","REV PAULISTA EDUCACA"
"5854",6401,63824,2,"RPE","REPAED","RES PAP EDUC"
"5855",4467,61890,1,"RPE","REPOES","REV PORTUGUESA ESTUD"
"5856",3560,60983,2,"RPEF","REPAEDFI","REV PAUL ED FIS"
"5857",2126,59549,1,"RPEF","REPEEDFI","REV PEDAGOGICA ED FI"
"5858",610,58033,5,"RPESH","REPHEDSPHL","RES PHYS ED SPORT HL"
"5859",6080,63503,1,"RPF","REPLFO","RETURN PLAY FOOTBALL"
"5860",5698,63121,1,"RPFD","REPOFIDE","REV PORT FISIOT DESP"
"5861",3259,60682,3,"RPGA","REPSGEA","REV PSICOLOGIA GEN A"
"5862",6279,63702,1,"RPGAR","REPSGEAPR","REV PSICOL GEN APL R"
"5863",468,57891,2,"RPI","REPRIN","REV PROFESIONAL INVE"
"5864",4501,61924,1,"RPM","REPRMO","REV PRAXIOLOGIA MOTR"
"5865",3177,60600,1,"RPN","REPHNE","RESP PHYSIOL NEUROBI"
"5866",2026,59449,8,"RPP","REPAPE","REV. PAUL. PEDIATR."
"5867",2782,60205,1,"RPP","REPEPR","REV PENSAR PRATICA"
"5868",5803,63226,1,"RPP","REPOPN","REV PORT PNEUMOL"
"5869",1491,58914,8,"RPS","REPSSO","REV PSICOLOGIA SOCIA"
"5870",3232,60655,2,"RPS","REPSSO","REV PSICOL SOC"
"5871",430,57853,2,"RPSP","REPASAPU","REV PANAM SALUD PUBLICA"
"5872",6146,63569,1,"RPSP","REPASAPU","REV PANAM SALUD PUBL"
"5873",4251,61674,1,"RPT","REPSTR","REV PSICOLOGIA TRABA"
"5874",1164,58587,2,"RPZH","ROPAZAHI","ROCZ PANSTW ZAKL HIG"
"5875",234,57657,5,"RQ","REQ","RES Q"
"5876",138,57561,98,"RQ","REQU","RES QUART"
"5877",3925,61348,2,"RQAP","REQUACP","REV QUEBECOISE ACT P"
"5878",64,57487,500,"RQES","REQEXSP","RES Q EXERCISE SPORT"
"5879",6041,63464,2,"RQES","REQEXSP","RES Q EXERC SPORT"
"5880",1050,58473,2,"RQESS","REQEXSPS","RES Q EXERC SPORT S"
"5881",4331,61754,3,"RQESS","REQEXSPS","RES Q EXERCISE SPO S"
"5882",2093,59516,1,"RQP","REQUPS","REV QUEBECOISE PSYCH"
"5883",1218,58641,3,"RQSE","REQSPEX","RES Q SPORTS EXER"
"5884",4484,61907,2,"RR","RERE","REDOX REP"
"5885",6077,63500,2,"RR","RERH","REV RHUM"
"5886",4813,62236,1,"RR","RERO","REV ROL"
"5887",2523,59946,1,"RR","RORE","ROEPER REV"
"5888",6750,64173,1,"RR","RORO","ROFO-FORTSCHR RONTG"
"5889",3031,60454,1,"RRCM","RERACIMO","REV RAS CIENCIA MOVI"
"5890",3528,60951,1,"RRD","REREDE","REV REINAMENTO DESPO"
"5891",5887,63310,1,"RRE","REREED","REV RES ED"
"5892",3536,60959,1,"RRE","REREEN","RED REV ENTRENAMIENT"
"5893",1450,58873,6,"RRIC","RIREINCI","RICYDE REV INT CIENC"
"5894",4750,62173,1,"RRML","REROMELA","REV ROMANA MED LAB"
"5895",3964,61387,1,"RRP","REREPR","REV RE PRESENTACIONE"
"5896",1229,58652,1,"RRP","REROPE","REV ROMANEASCA PENTR"
"5897",3682,61105,1,"RRS","REREST","REV REG STUD"
"5898",1608,59031,0,"RRSC","RORESPCO","ROU RES SPORT COACH"
"5899",544,57967,3,"RRSC","RORESPCU","ROUTL RES SPORT CULT"
"5900",1535,58958,0,"RRSH","RORESPHI","ROUTL RES SPORT HIST"
"5901",474,57897,3,"RS","RASO","RATION SOC"
"5902",6416,63839,1,"RS","RESC","REPROD SCI"
"5903",6486,63909,1,"RS","RESO","REVIJA SOCIOLOGIJU"
"5904",895,58318,1,"RS","REST","REV STADIUM"
"5905",2424,59847,2,"RS","REST","REV STAPS"
"5906",4293,61716,1,"RS","REST","REG STUD"
"5907",5308,62731,1,"RS","RUSO","RURAL SOC"
"5908",3497,60920,1,"RSE","RESCED","REV SCI EDUC"
"5909",5737,63160,1,"RSE","RESCED","RES SCI EDUC"
"5910",5054,62477,1,"RSE","RESPED","REM SPEC EDUC"
"5911",2085,59508,1,"RSER","RESUENRE","RENEW SUST ENERG REV"
"5912",4215,61638,0,"RSG","RESAGR","REV SAN GREGORIO"
"5913",188,57611,226,"RSM","RESPME","RES SPORTS MED"
"5914",4189,61612,1,"RSM","RESPME","RES SPORT MED"
"5915",6452,63875,1,"RSM","RESYME","RES SYNTH METHODS"
"5916",2004,59427,1,"RSP","RESAPÃ","REV. SALUD PÃšBLICA"
"5917",431,57854,4,"RSP","RESAPU","REV SAUDE PUBL"
"5918",5658,63081,1,"RSP","RESOPO","REV. SOCIOL. POLIT."
"5919",5026,62449,1,"RSS","RESPSC","RES SPORT SCI"
"5920",6753,64176,1,"RSS","RISOSC","RITSUMEIKAN SOC SCI"
"5921",2545,59968,2,"RSTA","RESCTEA","REV SCI TECHNIQUES A"
"5922",3924,61347,2,"RSTAP","RESCTEACPH","REV SCI TECH ACT PHY"
"5923",5457,62880,1,"RSTO","RESCTEOI","REV SCI TECH OIE"
"5924",6001,63424,1,"RT","RETH","RESP THERAPY"
"5925",1127,58550,3,"RTD","RETRDE","REV TREINAMENTO DESP"
"5926",2780,60203,1,"RTD","RETRDE","REV TREINO DESPORTIV"
"5927",78,57501,24,"RTE","RETEED","RETOS-NUEV TEND EDUC"
"5928",1403,58826,1,"RTE","RETEED","REV TEORIA ED"
"5929",6108,63531,1,"RTE","RETEED","REV TEMAS EDUCACION"
"5930",1822,59245,1,"RTM","RETIMO","REV TIERS MONDE"
"5931",6256,63679,1,"RU","REUR","REV UROL"
"5932",152,57575,1,"RUAF","REUACFI","REV U ACTIVIDAD FISI"
"5933",2603,60026,1,"RUEF","REUEDFI","REV U EDUCACION FISI"
"5934",1583,59006,0,"RUS","REUNSO","REV UNIV SOC"
"5935",2201,59624,1,"RUSC","REUSOCO","REV U SOC CONOCIMIEN"
"5936",1152,58575,2,"RVS","REVESC","RES VET SCI"
"5937",205,57628,14,"RY","REYB","RES YB"
"5938",1143,58566,1,"RYG","REYBGD","RES YB GDANSK"
"5939",732,58155,2,"RYRY","REYBREYB","RES YB RES YB"
"5940",4855,62278,1,"S","SA","SAMFUNNSSPEILET"
"5941",5449,62872,1,"S","SA","SABOURAUDIA"
"5942",6551,63974,1,"S","SA","SAMARITER"
"5943",27,57450,49,"S","SC","SCIENCE"
"5944",927,58350,3,"S","SC","SCIENTOMETRICS"
"5945",2048,59471,1,"S","SC","SCIENTIFICA"
"5946",2559,59982,1,"S","SC","SCIENTIFICWORLDJOURNAL"
"5947",3175,60598,1,"S","SC","SCIMED"
"5948",4488,61911,2,"S","SC","SCHMERZ"
"5949",5475,62898,1,"S","SC","SCIENCEASIA"
"5950",6104,63527,1,"S","SC","SCIENCES"
"5951",1060,58483,22,"S","SE","SENSORS-BASEL"
"5952",2591,60014,2,"S","SE","SETEMETROS"
"5953",3427,60850,1,"S","SE","SENSORS"
"5954",4512,61935,6,"S","SE","SELECCION"
"5955",3589,61012,1,"S","SH","SHOCK"
"5956",4928,62351,1,"S","SI","SIGNS"
"5957",2661,60084,2,"S","SJ","SJSR"
"5958",2205,59628,17,"S","SL","SLEEP"
"5959",3313,60736,1,"S","SM","SMARTT"
"5960",529,57952,4,"S","SO","SOCIOLOGY"
"5961",4687,62110,1,"S","SO","SOCIOMETRY"
"5962",5694,63117,0,"S","SO","SONOGRAPHY-AUST"
"5963",6633,64056,1,"S","SO","SOTILASLAAKETIETEEN"
"5964",217,57640,92,"S","SP","SPINE"
"5965",569,57992,1,"S","SP","SPORTWISSENSCAHFT"
"5966",736,58159,26,"S","SP","SPORTSCIENCE"
"5967",948,58371,2,"S","SP","SPORMETRE"
"5968",959,58382,25,"S","SP","SPORTS"
"5969",1286,58709,2,"S","SP","SPORTPHYSIO"
"5970",1580,59003,9,"S","SP","SPORTIS"
"5971",1629,59052,1,"S","SP","SPORTONOMICS"
"5972",1880,59303,1,"S","SP","SPSR"
"5973",1919,59342,8,"S","SP","SPORTSCI"
"5974",2906,60329,4,"S","SP","SPORT"
"5975",2909,60332,3,"S","SP","SPORTPADAGOGIK"
"5976",3136,60559,2,"S","SP","SPORTLOGIA"
"5977",3413,60836,12,"S","SP","SPORTWISSENSCHAFT"
"5978",3758,61181,1,"S","SP","SPORTPRAXIS"
"5979",3835,61258,7,"S","SP","SPORTUNTERRICHT"
"5980",5704,63127,1,"S","SP","SPORTTRAUMATOLOGIE"
"5981",6,57429,2,"S","ST","STADION"
"5982",1680,59103,7,"S","ST","STROKE"
"5983",1965,59388,13,"S","ST","STAPS"
"5984",2287,59710,5,"S","ST","STATISTICIAN"
"5985",2337,59760,1,"S","ST","STRESS"
"5986",2582,60005,5,"S","ST","STEROIDS"
"5987",5837,63260,2,"S","ST","STRABISMUS"
"5988",926,58349,7,"S","SU","SUSTAINABILITY-BASEL"
"5989",6502,63925,1,"S","SU","SURGERY"
"5990",5250,62673,1,"S","SW","SWIMMING"
"5991",4447,61870,0,"S","SY","SYMMETRY-BASEL"
"5992",6138,63561,1,"S","SY","SYMB"
"5993",6697,64120,1,"SA","SCA","SCHADENBEURTEILUNG A"
"5994",4921,62344,2,"SA","SCAM","SCI AM"
"5995",3509,60932,1,"SA","SPAR","SPORT ART"
"5996",810,58233,1,"SA","SUAB","SUBST ABUS"
"5997",4688,62111,1,"SACIJ","SYANCOINJA","SYSTEMS AND COMPUTERS IN JAPAN"
"5998",5950,63373,0,"SACL","SRARCELE","SRP ARK CELOK LEK"
"5999",5077,62500,1,"SADM","STANDAMI","STAT ANAL DATA MIN"
"6000",4537,61960,1,"SAF","SCANFO","SCI AND FOOTBALL"
"6001",3977,61400,1,"SAJIE","SAFJINEN","S AFR J IND ENG"
"6002",4007,61430,1,"SAJMS","SAFJMASC","S AFR J MARINE SCI"
"6003",5224,62647,1,"SAJOSM","SOAFJOOFSPME","SOUTH AFRICAN JOURNAL OF SPORTS MEDICINE"
"6004",5387,62810,1,"SAJP","SOAFJPH","SOUTH AFR J PHYSIOTH"
"6005",4852,62275,1,"SAJRS","SAFJRESP","S AFRICAN J RES SPOR"
"6006",929,58352,25,"SAJRSP","SAFJRESPPH","S AFR J RES SPORT PH"
"6007",2290,59713,2,"SAJSM","SAFJSPME","S AFR J SPORTS MED"
"6008",1525,58948,5,"SAMB","SPANMIBO","SPORT AND MIGRATION: BORDERS"
"6009",6182,63605,1,"SAMJ","SAADMAJ","SAM ADV MANAGE J"
"6010",3821,61244,8,"SAMJ","SAFMEJ","S AFR MED J"
"6011",5273,62696,1,"SAMJ","SAFMEJ","S AFRICAN MED J"
"6012",2286,59709,2,"SAO","SAFOP","S AFR OPTOM"
"6013",2673,60096,1,"SAP","SHARPS","SHANGHAI ARCH PSYCHI"
"6014",3039,60462,2,"SAP","SUAGPE","SUCCESSFUL AGING PER"
"6015",4271,61694,2,"SAR","SEARRH","SEMIN ARTHRITIS RHEU"
"6016",1362,58785,9,"SAS","SCANSP","SCIENCE AND SPORTS"
"6017",72,57495,1,"SAS","SKACSP","SKILL ACQUISITION SP"
"6018",1333,58756,9,"SAS","SOANSO","SOCCER AND SOCIETY"
"6019",5106,62529,1,"SASTM","STAMSOTEM","STP AM SOC TESTING M"
"6020",4530,61953,0,"SATP","SUABTRPR","SUBST ABUSE TREAT PR"
"6021",4605,62028,1,"SB","SABE","SALZBURGER BEITRAGE"
"6022",4046,61469,1,"SB","SCBU","SCHMALENBACH BUSINES"
"6023",4082,61505,1,"SB","SCBU","SCHRIFTENREIHE BUNDE"
"6024",4142,61565,1,"SB","SCBU","SCI BULL"
"6025",5317,62740,1,"SB","SIBU","SIGCHI BULLETIN"
"6026",6569,63992,1,"SB","SLBR","SLEEP BREATH"
"6027",2747,60170,4,"SB","SPBA","SPORTS BASEL"
"6028",321,57744,222,"SB","SPBI","SPORT BIOMECH"
"6029",1035,58458,23,"SB","SPBI","SPORTS BIOMECH"
"6030",6208,63631,1,"SBD","SABIDE","SAVUNMA BILIMLERI DE"
"6031",2612,60035,1,"SBD","SPBIDE","SPOR BILIMLERI DERG"
"6032",2968,60391,4,"SBD","SPBIDE","SPOR BILIMLERI DERGI"
"6033",5596,63019,1,"SBE","SMBUEC","SMALL BUS ECON"
"6034",1942,59365,7,"SBE","SPBEEG","SPORMETRE BEDEN EGIT"
"6035",1052,58475,1,"SBL","SPBULE","SPORT BUSINESS LEADI"
"6036",2597,60020,9,"SBM","SPBUMA","SPORT BUS MANAG"
"6037",1542,58965,18,"SBP","SOBEPE","SOC BEHAV PERSONAL"
"6038",5171,62594,1,"SBR","SCBURE","SCHMALENBACH BUS REV"
"6039",3637,61060,2,"SBS","SOBESC","SOCIAL BEHAV SCI"
"6040",1678,59101,1,"SC","SCCO","SCHOLASTIC COACH"
"6041",3890,61313,3,"SC","SCCO","SCI COMPORTEMENT"
"6042",4720,62143,1,"SC","SECU","SEX CULT"
"6043",4263,61686,1,"SC","SOCA","SOINS CARDIOL"
"6044",4940,62363,2,"SC","SOCA","SOCIOL CAS"
"6045",1389,58812,1,"SC","SOCO","SOFT COMPUT"
"6046",4349,61772,4,"SC","SOCO","SOC COGNITION"
"6047",1413,58836,6,"SC","SPCO","SPINAL CORD"
"6048",1985,59408,13,"SC","SPCO","SPORTS COACH"
"6049",2537,59960,4,"SC","SPCO","SPORT COACH"
"6050",372,57795,67,"SC","STCO","STRENGTH COND"
"6051",3036,60459,1,"SC","STCO","STRUCTURE COMPETITIV"
"6052",3354,60777,1,"SCA","SCCOAT","SCHOLASTIC COACH ATH"
"6053",4919,62342,1,"SCAN","SOCOAFNE","SOC COGN AFFECT NEUR"
"6054",1433,58856,10,"SCC","STCOCO","STRENGTH COND COACH"
"6055",1922,59345,1,"SCC","SUCACA","SUPPORT CARE CANCER"
"6056",5555,62978,1,"SCCJ","STCACRJ","STAPP CAR CRASH J"
"6057",6496,63919,1,"SCG","SOCUGE","SOC CULT GEOGR"
"6058",4690,62113,1,"SCI","STCOIN","STUD COMPUT INTELL"
"6059",3462,60885,2,"SCJ","SICEJ","SIXTEENTH CENT J"
"6060",368,57791,255,"SCJ","STCOJ","STRENGTH COND J"
"6061",5583,63006,1,"SCM","SUCHMA","SUPPLY CHAIN MANAG"
"6062",2506,59929,19,"SCR","SPCORE","SPORTS COACH REV"
"6063",3291,60714,2,"SCR","SPCORE","SPORTS COACHING REV"
"6064",6747,64170,1,"SCR","SPCORE","SPORTS COACHING REVIEW"
"6065",1651,59074,1,"SCT","SECATH","SELECT CANCER THER"
"6066",1472,58895,3,"SCW","SOCHWE","SOC CHOICE WELFARE"
"6067",485,57908,1,"SD","SEDI","SEX DISABIL"
"6068",2429,59852,1,"SD","SODE","SOCIAL DEV"
"6069",2992,60415,4,"SD","SODE","SOC DEV"
"6070",6507,63930,1,"SD","SPDE","SPINE DEFORM"
"6071",1868,59291,1,"SDA","SEDAAN","SECONDARY DATA ANAL"
"6072",187,57610,16,"SDJ","SWDEJ","SWISS DENT J"
"6073",824,58247,4,"SDJ","SWDEJ","SWED DENT J"
"6074",776,58199,1,"SDJS","SWDEJSU","SWED DENT J SUPPL"
"6075",872,58295,2,"SDUM","SUDEUM","SULEYMAN DEMIREL U M"
"6076",2011,59434,2,"SE","SCED","SCI EDUC"
"6077",5606,63029,1,"SE","SEES","SELF ESTEEM"
"6078",3915,61338,2,"SE","SHEL","SHOULDER ELBOW"
"6079",649,58072,1,"SE","SOED","SOCIOL EDUC"
"6080",3324,60747,2,"SE","SPED","SPECIJALNA EDUKACIJA"
"6081",194,57617,13,"SE","SPEN","SPORTS ENG"
"6082",5064,62487,1,"SE","STEQ","STRUCTURAL EQUATION"
"6083",5238,62661,0,"SE","STET","STUD ETHNO-MED"
"6084",6500,63923,1,"SE","SUEN","SURG ENDOSC"
"6085",4918,62341,1,"SEE","SCENET","SCI ENG ETHICS"
"6086",767,58190,9,"SEI","SPEXIN","SPORTS EXERC INJURY"
"6087",3157,60580,0,"SEI","STENIN","STRUCT ENG INT"
"6088",3544,60967,1,"SEJ","SECJ","S EC J"
"6089",3244,60667,3,"SEJ","SOECJ","SOUTH ECON J"
"6090",6153,63576,2,"SEJ","SOECJ","SOUTHERN ECON J"
"6091",244,57667,49,"SEM","STEQMO","STRUCT EQU MODELING"
"6092",2520,59943,4,"SEP","SPETPH","SPORT ETHICS PHILOS"
"6093",1044,58467,27,"SEP","SPEXPE","SPORT EXERC PERFORM"
"6094",2659,60082,3,"SEP","SPEXPS","SPORT EXERCISE PSYCH"
"6095",4509,61932,1,"SEPR","SPEXPSR","SPORT EXER PSYCHOL R"
"6096",472,57895,146,"SES","SPEDSO","SPORT EDUC SOC"
"6097",2490,59913,4,"SES","SPEDSO","SPORT ED SOC"
"6098",3499,60922,2,"SES","SPEXSC","SPORT EXERC SCI"
"6099",3659,61082,3,"SES","SPEXSC","SPORT EXERCISE SCI"
"6100",883,58306,24,"SF","SCFO","SCI FOOTBALL"
"6101",1803,59226,1,"SF","SCFO","SCI FOOTBAL"
"6102",582,58005,18,"SF","SOFO","SOC FORCES"
"6103",4294,61717,2,"SF","SOFO","SOCIOL FORUM"
"6104",4766,62189,1,"SF4","SCFO4","SCI FOOTBALL 4"
"6105",2335,59758,1,"SF7","SCFO7","SCI FOOTBALL 7"
"6106",4942,62365,1,"SFE","SAFOED","SAGE FOCUS EDITIONS"
"6107",5036,62459,2,"SFE","SAFOED","SAGE FOC ED"
"6108",3518,60941,1,"SFM","SCFUME","SCH FUNDAMENTAL MED"
"6109",6099,63522,1,"SFTA","SOFDTHA","SOCIAL FDN THOUGHT A"
"6110",654,58077,1,"SG","SPGE","SPORT GESELLSCHAFT"
"6111",1417,58840,2,"SG","STGR","STADT GRUN"
"6112",5301,62724,1,"SGB","SMGRBE","SMALL GROUP BEHAV"
"6113",3397,60820,3,"SGO","SUGYOB","SURG GYNECOL OBSTET"
"6114",1371,58794,44,"SGR","SMGRRE","SMALL GR RES"
"6115",6543,63966,1,"SH","SAHO","SANTE HOMME"
"6116",1101,58524,1,"SH","SEHE","SEMIN HEMATOL"
"6117",737,58160,2,"SH","SLHE","SLOBOZHANSKYI HERALD"
"6118",91,57514,225,"SH","SPHE","SPORTS HEALTH"
"6119",10,57433,0,"SH","SPHI","SPORT HIST"
"6120",2072,59495,4,"SH","SPHL","SPORT HLTH"
"6121",4431,61854,1,"SH","STHE","STRESS HEALTH"
"6122",2185,59608,1,"SH","STHU","STUDIA HUMANISTYCZNE"
"6123",1974,59397,1,"SHD","SPHEDE","SPOR HEKIMLIGI DERGI"
"6124",733,58156,3,"SHE","STHIED","STUD HIGH EDUC"
"6125",5474,62897,1,"SHEPSE","STHDEXPSSTEX","STEVENS HDB EXPT PSY STEVENSHANDBOOK EXPT"
"6126",2181,59604,4,"SHI","SOHEIL","SOCIOL HEALTH ILL"
"6127",3706,61129,2,"SHI","SOHEIL","SOCIOL HEALTH ILLN"
"6128",4854,62277,1,"SHI","SOHLIL","SOCIOLOGY HLTH ILLNE"
"6129",6033,63456,1,"SHP","SEHOPA","SEM HOP PARIS"
"6130",6348,63771,1,"SHQ","SAHDQU","SAGE HDB QUALITATIVE"
"6131",3,57426,1,"SHR","SPHIRE","SPORT HIST REV"
"6132",3988,61411,1,"SHT","STHET","ST HEAL T"
"6133",3939,61362,3,"SI","SEID","SELF IDENTITY"
"6134",2396,59819,2,"SI","SEIM","SEMIN IMMUNOL"
"6135",3116,60539,2,"SI","SOIN","SOC INFLUENCE"
"6136",6440,63863,1,"SI","SOIN","SOC INCL"
"6137",5981,63404,2,"SI","SPIL","SPORTS ILLUSTRATED"
"6138",5173,62596,1,"SI","SPIN","SPORTS INJURIES"
"6139",5291,62714,1,"SI","SPIN","SPORT INFORMATIK"
"6140",2183,59606,4,"SI","SYIN","SYMB INTERACT"
"6141",4851,62274,1,"SI0","SPIL01","SPORTS ILLUSTRA 0117"
"6142",989,58412,1,"SIA","SAINAF","SAIREV INT AFFAIRS"
"6143",6323,63746,1,"SIBL","SPINBLO","SPORTS INJ B LONDON"
"6144",3942,61365,1,"SICOCV","SIINCOONCOVI","SIXTH INDIAN CONFERENCE ON COMPUTER VISION"
"6145",6632,64055,1,"SIH","SAICHO","SAFETY ICE HOCKEY"
"6146",399,57822,1,"SII","SAINIZ","SABIED INTEGR IZGL"
"6147",5906,63329,2,"SIJ","SEINJ","SERV IND J"
"6148",6115,63538,1,"SIM","SPINME","SPORTS INJURIES MECH"
"6149",931,58354,1,"SIP","SPINPR","SPORTS INJURIES PREV"
"6150",1784,59207,2,"SIPCAT","STINPHCUANTO","STUDIES IN PHYSICAL CULTURE AND TOURISM"
"6151",4527,61950,1,"SIPR","SOISPORE","SOC ISS POLICY REV"
"6152",2718,60141,6,"SIR","SOINRE","SOC INDIC RES"
"6153",1493,58916,1,"SIT","SPINTE","SPORTS INJURIES TEAM"
"6154",492,57915,4,"SIVP","SIIMVIP","SIGNAL IMAGE VIDEO P"
"6155",3825,61248,1,"SIWOVS(","SEIEWOONVISU(V","SECOND IEEE WORKSHOP ON VISUAL SURVEILLANCE (VS'99)"
"6156",5199,62622,1,"SJ","SCJO","SCANDINAVIAN JOURNAL"
"6157",5576,62999,1,"SJ","SOJ","SOCCER J"
"6158",511,57934,7,"SJ","SPJ","SPINE J"
"6159",2283,59706,3,"SJ","SPJ","SPORT J"
"6160",1861,59284,4,"SJ","STJ","STATA J"
"6161",4826,62249,1,"SJAH","SCJARHU","SCHOLAR J ART HUMANI"
"6162",5940,63363,1,"SJAM","SHJACMO","SHANGHAI J ACU MOX"
"6163",6798,64221,1,"SJAM","SIJAPMA","SIAM J APPL MATH"
"6164",3046,60469,1,"SJB","SOJBI","SOCCER J BINGHAMTON"
"6165",2403,59826,0,"SJBS","SAJBISC","SAUDI J BIOL SCI"
"6166",911,58334,12,"SJCLI","SCJCLLAIN","SCAND J CLIN LAB INV"
"6167",4505,61928,2,"SJCS","SCJCASC","SCAND J CARING SCI"
"6168",770,58193,5,"SJDR","SCJDERE","SCAND J DENT RES"
"6169",1471,58894,1,"SJE","SCJEC","SCAND J ECON"
"6170",3247,60670,1,"SJE","SCJEC","SCANDINAVIAN J EC"
"6171",3366,60789,1,"SJEC","SEJEXCL","SERBIAN J EXPT CLIN"
"6172",4332,61755,2,"SJECR","SEJEXCLRE","SER J EXP CLIN RES"
"6173",4710,62133,3,"SJER","SCJEDRE","SCAND J EDUC RES"
"6174",3887,61310,1,"SJG","SCJGA","SCAND J GASTROENTERO"
"6175",3441,60864,1,"SJHE","SPJHLEC","SPANISH J HLTH EC"
"6176",3378,60801,1,"SJI","SCJIM","SCAND J IMMUNOL"
"6177",4040,61463,3,"SJID","SCJINDI","SCAND J INFECT DIS"
"6178",764,58187,6,"SJMS","SCJMES","SCANDINAVIAN J MED S"
"6179",1097,58520,2,"SJMS","SCJMESC","SCAND J MED SCI"
"6180",68,57491,3280,"SJMSS","SCJMESCSP","SCAND J MED SCI SPOR"
"6181",219,57642,2,"SJMSS","SCJMESCSP","SCAND J MED SCI SPORTS"
"6182",2790,60213,2,"SJMSSS","SCJMESCSS1","SCAND J MED SCI S S1"
"6183",3447,60870,1,"SJO","SCJOR","SCI J ORIENTEERING"
"6184",5042,62465,1,"SJOBM","SCJORBEMA","SCI J ORG BEHAV MANA"
"6185",1891,59314,29,"SJOMASIS","SCJOOFMEANSCINSP","SCANDINAVIAN JOURNAL OF MEDICINE AND SCIENCE IN SPORTS"
"6186",3764,61187,7,"SJORM","SCJOOFREME","SCANDINAVIAN JOURNAL OF REHABILITATION MEDICINE"
"6187",3477,60900,8,"SJOSS","SCJOOFSPSC","SCANDINAVIAN JOURNAL OF SPORTS SCIENCES"
